Grand Portage,Minnesota,3613,US-Canada Border,2020-05-01,Truck Containers Empty,326,48.001,-89.585,POINT (-89.58515 48.001427)
Rio Grande City,Texas,2307,US-Mexico Border,2020-05-01,Pedestrians,1109,26.366,-98.803,POINT (-98.802513 26.365761)
Detroit,Michigan,3801,US-Canada Border,2020-05-01,Rail Containers Empty,3349,42.332,-83.048,POINT (-83.047924 42.331685)
Douglas,Arizona,2601,US-Mexico Border,2020-05-01,Personal Vehicles,72916,31.334,-109.56,POINT (-109.560344 31.334043)
Fort Kent,Maine,110,US-Canada Border,2020-05-01,Truck Containers Loaded,104,47.249,-68.604,POINT (-68.603918 47.249206)
Lancaster,Minnesota,3430,US-Canada Border,2020-05-01,Truck Containers Empty,230,49,-96.801,POINT (-96.800527 49.000194)
Antler,North Dakota,3413,US-Canada Border,2020-05-01,Truck Containers Loaded,2,48.999,-101.296,POINT (-101.296055 48.999472)
Naco,Arizona,2603,US-Mexico Border,2020-05-01,Personal Vehicle Passengers,23714,31.334,-109.948,POINT (-109.948413 31.334084)
Vanceboro,Maine,105,US-Canada Border,2020-05-01,Rail Containers Loaded,871,45.569,-67.429,POINT (-67.428541 45.568761)
Rio Grande City,Texas,2307,US-Mexico Border,2020-05-01,Personal Vehicle Passengers,40834,26.366,-98.803,POINT (-98.802513 26.365761)
Naco,Arizona,2603,US-Mexico Border,2020-05-01,Personal Vehicles,15995,31.334,-109.948,POINT (-109.948413 31.334084)
Morgan,Montana,3319,US-Canada Border,2020-05-01,Personal Vehicles,63,49,-107.832,POINT (-107.831819 48.999829)
Carbury,North Dakota,3421,US-Canada Border,2020-05-01,Personal Vehicles,66,48.999,-100.556,POINT (-100.555805 48.999416)
Champlain Rouses Point,New York,712,US-Canada Border,2020-05-01,Trains,50,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Ogdensburg,New York,701,US-Canada Border,2020-05-01,Trucks,2431,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Detroit,Michigan,3801,US-Canada Border,2020-05-01,Trains,86,42.332,-83.048,POINT (-83.047924 42.331685)
Sarles,North Dakota,3409,US-Canada Border,2020-05-01,Personal Vehicles,24,49,-98.938,POINT (-98.938361 49.000027)
Douglas,Arizona,2601,US-Mexico Border,2020-05-01,Trucks,1848,31.334,-109.56,POINT (-109.560344 31.334043)
Highgate Springs,Vermont,212,US-Canada Border,2020-05-01,Truck Containers Loaded,6058,45.015,-73.085,POINT (-73.085037 45.015414)
Richford,Vermont,203,US-Canada Border,2020-05-01,Trucks,222,45.012,-72.589,POINT (-72.588559 45.01174)
Roma,Texas,2310,US-Mexico Border,2020-05-01,Personal Vehicles,36576,26.404,-99.019,POINT (-99.018981 26.403928)
El Paso,Texas,2402,US-Mexico Border,2020-05-01,Trucks,10081,31.764,-106.451,POINT (-106.451188 31.764363)
Calexico East,California,2507,US-Mexico Border,2020-05-01,Rail Containers Empty,546,32.673,-115.388,POINT (-115.388018 32.673389)
Douglas,Arizona,2601,US-Mexico Border,2020-05-01,Bus Passengers,69,31.334,-109.56,POINT (-109.560344 31.334043)
Jackman,Maine,104,US-Canada Border,2020-05-01,Truck Containers Empty,3091,45.806,-70.397,POINT (-70.396722 45.805661)
El Paso,Texas,2402,US-Mexico Border,2020-05-01,Trains,79,31.764,-106.451,POINT (-106.451188 31.764363)
El Paso,Texas,2402,US-Mexico Border,2020-05-01,Personal Vehicles,336028,31.764,-106.451,POINT (-106.451188 31.764363)
Roosville,Montana,3318,US-Canada Border,2020-05-01,Pedestrians,3,49,-115.056,POINT (-115.056027 48.999638)
Piegan,Montana,3316,US-Canada Border,2020-05-01,Truck Containers Empty,26,48.998,-113.379,POINT (-113.378777 48.998083)
Porthill,Idaho,3308,US-Canada Border,2020-05-01,Personal Vehicle Passengers,297,49,-116.499,POINT (-116.49925 48.999861)
Richford,Vermont,203,US-Canada Border,2020-05-01,Truck Containers Loaded,84,45.012,-72.589,POINT (-72.588559 45.01174)
Ysleta,Texas,2401,US-Mexico Border,2020-05-01,Personal Vehicles,149358,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Northgate,North Dakota,3406,US-Canada Border,2020-05-01,Trains,17,48.999,-102.275,POINT (-102.27475 48.998833)
Scobey,Montana,3309,US-Canada Border,2020-05-01,Personal Vehicles,71,49,-105.408,POINT (-105.407638 48.999527)
International Falls,Minnesota,3604,US-Canada Border,2020-05-01,Personal Vehicles,1199,48.608,-93.401,POINT (-93.401355 48.6078)
Eagle Pass,Texas,2303,US-Mexico Border,2020-05-01,Trucks,10621,28.705,-100.512,POINT (-100.511977 28.705483)
Van Buren,Maine,108,US-Canada Border,2020-05-01,Train Passengers,56,47.16,-67.931,POINT (-67.930799 47.159645)
Del Bonita,Montana,3322,US-Canada Border,2020-05-01,Truck Containers Empty,9,48.999,-112.788,POINT (-112.78825 48.998555)
Ferry,Washington,3013,US-Canada Border,2020-05-01,Personal Vehicle Passengers,25,49,-118.761,POINT (-118.761166 49.000083)
Blaine,Washington,3004,US-Canada Border,2020-05-01,Truck Containers Empty,8300,48.994,-122.749,POINT (-122.748884 48.994045)
Hidalgo,Texas,2305,US-Mexico Border,2020-05-01,Truck Containers Empty,16901,26.095,-98.271,POINT (-98.271092 26.095032)
Roseau,Minnesota,3426,US-Canada Border,2020-05-01,Truck Containers Loaded,134,49,-95.766,POINT (-95.766469 48.999538)
Scobey,Montana,3309,US-Canada Border,2020-05-01,Truck Containers Loaded,50,49,-105.408,POINT (-105.407638 48.999527)
Eastport,Maine,103,US-Canada Border,2020-05-01,Pedestrians,2,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Roosville,Montana,3318,US-Canada Border,2020-05-01,Truck Containers Loaded,322,49,-115.056,POINT (-115.056027 48.999638)
Oroville,Washington,3019,US-Canada Border,2020-05-01,Trucks,2083,49,-119.462,POINT (-119.461833 49.000083)
El Paso,Texas,2402,US-Mexico Border,2020-05-01,Rail Containers Loaded,987,31.764,-106.451,POINT (-106.451188 31.764363)
Ysleta,Texas,2401,US-Mexico Border,2020-05-01,Personal Vehicle Passengers,212568,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Wildhorse,Montana,3323,US-Canada Border,2020-05-01,Truck Containers Empty,3,48.999,-110.215,POINT (-110.215083 48.999361)
Port Huron,Michigan,3802,US-Canada Border,2020-05-01,Rail Containers Loaded,15165,42.999,-82.424,POINT (-82.423611 42.998611)
Lancaster,Minnesota,3430,US-Canada Border,2020-05-01,Truck Containers Loaded,8,49,-96.801,POINT (-96.800527 49.000194)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020-05-01,Trucks,2749,46.509,-84.361,POINT (-84.360833 46.508611)
Frontier,Washington,3020,US-Canada Border,2020-05-01,Personal Vehicles,77,49,-117.832,POINT (-117.831527 49.0005)
Nogales,Arizona,2604,US-Mexico Border,2020-05-01,Rail Containers Empty,2034,31.333,-110.943,POINT (-110.942516 31.332839)
Columbus,New Mexico,2406,US-Mexico Border,2020-05-01,Personal Vehicles,22087,31.784,-107.628,POINT (-107.627948 31.783742)
Champlain Rouses Point,New York,712,US-Canada Border,2020-05-01,Rail Containers Loaded,3026,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Calexico East,California,2507,US-Mexico Border,2020-05-01,Trucks,27560,32.673,-115.388,POINT (-115.388018 32.673389)
Sarles,North Dakota,3409,US-Canada Border,2020-05-01,Personal Vehicle Passengers,31,49,-98.938,POINT (-98.938361 49.000027)
Sumas,Washington,3009,US-Canada Border,2020-05-01,Personal Vehicles,2450,49.002,-122.265,POINT (-122.264805 49.002388)
Trout River,New York,715,US-Canada Border,2020-05-01,Trains,36,44.992,-74.308,POINT (-74.308172 44.992058)
Lukeville,Arizona,2602,US-Mexico Border,2020-05-01,Pedestrians,2384,31.88,-112.817,POINT (-112.817077 31.880195)
Del Rio,Texas,2302,US-Mexico Border,2020-05-01,Truck Containers Loaded,2499,29.327,-100.928,POINT (-100.927612 29.326784)
Eastport,Idaho,3302,US-Canada Border,2020-05-01,Rail Containers Empty,633,49.001,-116.181,POINT (-116.181027 49.000555)
Porthill,Idaho,3308,US-Canada Border,2020-05-01,Truck Containers Loaded,11,49,-116.499,POINT (-116.49925 48.999861)
Sumas,Washington,3009,US-Canada Border,2020-05-01,Pedestrians,134,49.002,-122.265,POINT (-122.264805 49.002388)
Norton,Vermont,211,US-Canada Border,2020-05-01,Trucks,638,45.011,-71.793,POINT (-71.793219 45.010771)
Cross Border Xpress,California,2582,US-Mexico Border,2020-05-01,Pedestrians,18291,32.548,-116.974,POINT (-116.974462 32.54834)
Pinecreek,Minnesota,3425,US-Canada Border,2020-05-01,Truck Containers Empty,7,49,-95.978,POINT (-95.977694 48.999916)
Presidio,Texas,2403,US-Mexico Border,2020-05-01,Truck Containers Empty,231,29.562,-104.395,POINT (-104.394907 29.561827)
International Falls,Minnesota,3604,US-Canada Border,2020-05-01,Trains,251,48.608,-93.401,POINT (-93.401355 48.6078)
San Luis,Arizona,2608,US-Mexico Border,2020-05-01,Truck Containers Loaded,1578,32.485,-114.782,POINT (-114.7822222 32.485)
Norton,Vermont,211,US-Canada Border,2020-05-01,Personal Vehicles,104,45.011,-71.793,POINT (-71.793219 45.010771)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020-05-01,Personal Vehicle Passengers,2611,46.509,-84.361,POINT (-84.360833 46.508611)
Calexico East,California,2507,US-Mexico Border,2020-05-01,Truck Containers Loaded,14634,32.673,-115.388,POINT (-115.388018 32.673389)
Laurier,Washington,3016,US-Canada Border,2020-05-01,Personal Vehicle Passengers,140,49,-118.224,POINT (-118.223777 49.000083)
Alcan,Alaska,3104,US-Canada Border,2020-05-01,Truck Containers Empty,476,62.615,-141.001,POINT (-141.001444 62.614961)
Houlton,Maine,106,US-Canada Border,2020-05-01,Truck Containers Empty,1334,46.135,-67.781,POINT (-67.781288 46.134879)
Naco,Arizona,2603,US-Mexico Border,2020-05-01,Truck Containers Loaded,34,31.334,-109.948,POINT (-109.948413 31.334084)
Roseau,Minnesota,3426,US-Canada Border,2020-05-01,Truck Containers Empty,106,49,-95.766,POINT (-95.766469 48.999538)
Noonan,North Dakota,3420,US-Canada Border,2020-05-01,Truck Containers Empty,298,48.999,-103.004,POINT (-103.004361 48.999333)
Dalton Cache,Alaska,3106,US-Canada Border,2020-05-01,Personal Vehicles,135,59.451,-136.362,POINT (-136.361944 59.450556)
Bridgewater,Maine,127,US-Canada Border,2020-05-01,Trucks,674,46.45,-67.785,POINT (-67.78484 46.450335)
Sherwood,North Dakota,3414,US-Canada Border,2020-05-01,Trucks,347,48.999,-101.628,POINT (-101.627527 48.999305)
Antler,North Dakota,3413,US-Canada Border,2020-05-01,Personal Vehicles,187,48.999,-101.296,POINT (-101.296055 48.999472)
Lukeville,Arizona,2602,US-Mexico Border,2020-05-01,Personal Vehicle Passengers,14325,31.88,-112.817,POINT (-112.817077 31.880195)
Houlton,Maine,106,US-Canada Border,2020-05-01,Pedestrians,9,46.135,-67.781,POINT (-67.781288 46.134879)
Roma,Texas,2310,US-Mexico Border,2020-05-01,Trucks,1576,26.404,-99.019,POINT (-99.018981 26.403928)
Metaline Falls,Washington,3025,US-Canada Border,2020-05-01,Trucks,234,49,-117.299,POINT (-117.299444 48.999972)
Santa Teresa,New Mexico,2408,US-Mexico Border,2020-05-01,Pedestrians,1518,31.784,-106.679,POINT (-106.679437 31.783939)
Hidalgo,Texas,2305,US-Mexico Border,2020-05-01,Bus Passengers,3052,26.095,-98.271,POINT (-98.271092 26.095032)
San Luis,Arizona,2608,US-Mexico Border,2020-05-01,Pedestrians,122257,32.485,-114.782,POINT (-114.7822222 32.485)
Kenneth G Ward,Washington,3023,US-Canada Border,2020-05-01,Personal Vehicle Passengers,1606,49.002,-122.485,POINT (-122.485027 49.002277)
Nogales,Arizona,2604,US-Mexico Border,2020-05-01,Bus Passengers,3409,31.333,-110.943,POINT (-110.942516 31.332839)
Dunseith,North Dakota,3422,US-Canada Border,2020-05-01,Truck Containers Loaded,2121,48.999,-100.052,POINT (-100.052166 48.999277)
Trout River,New York,715,US-Canada Border,2020-05-01,Trucks,997,44.992,-74.308,POINT (-74.308172 44.992058)
Morgan,Montana,3319,US-Canada Border,2020-05-01,Personal Vehicle Passengers,89,49,-107.832,POINT (-107.831819 48.999829)
Raymond,Montana,3301,US-Canada Border,2020-05-01,Personal Vehicles,176,48.999,-104.574,POINT (-104.574333 48.999194)
Opheim,Montana,3317,US-Canada Border,2020-05-01,Personal Vehicle Passengers,23,49,-106.378,POINT (-106.377583 48.999527)
Rio Grande City,Texas,2307,US-Mexico Border,2020-05-01,Truck Containers Loaded,2561,26.366,-98.803,POINT (-98.802513 26.365761)
Nogales,Arizona,2604,US-Mexico Border,2020-05-01,Truck Containers Empty,7571,31.333,-110.943,POINT (-110.942516 31.332839)
Massena,New York,704,US-Canada Border,2020-05-01,Trucks,1953,44.991,-74.74,POINT (-74.739722 44.990556)
Turner,Montana,3306,US-Canada Border,2020-05-01,Personal Vehicles,76,49,-108.388,POINT (-108.387916 48.999527)
Jackman,Maine,104,US-Canada Border,2020-05-01,Trains,25,45.806,-70.397,POINT (-70.396722 45.805661)
Maida,North Dakota,3416,US-Canada Border,2020-05-01,Personal Vehicle Passengers,65,49,-98.365,POINT (-98.36525 49.00025)
Del Rio,Texas,2302,US-Mexico Border,2020-05-01,Truck Containers Empty,1357,29.327,-100.928,POINT (-100.927612 29.326784)
Houlton,Maine,106,US-Canada Border,2020-05-01,Personal Vehicles,679,46.135,-67.781,POINT (-67.781288 46.134879)
Sweetgrass,Montana,3310,US-Canada Border,2020-05-01,Trains,31,48.998,-111.96,POINT (-111.959611 48.998388)
Oroville,Washington,3019,US-Canada Border,2020-05-01,Truck Containers Loaded,1275,49,-119.462,POINT (-119.461833 49.000083)
Lukeville,Arizona,2602,US-Mexico Border,2020-05-01,Truck Containers Empty,3,31.88,-112.817,POINT (-112.817077 31.880195)
Alexandria Bay,New York,708,US-Canada Border,2020-05-01,Trucks,12719,44.347,-75.984,POINT (-75.983592 44.347229)
Buffalo Niagara Falls,New York,901,US-Canada Border,2020-05-01,Pedestrians,242,43.095,-79.056,POINT (-79.055847 43.09549)
Hidalgo,Texas,2305,US-Mexico Border,2020-05-01,Personal Vehicles,173694,26.095,-98.271,POINT (-98.271092 26.095032)
Massena,New York,704,US-Canada Border,2020-05-01,Truck Containers Empty,844,44.991,-74.74,POINT (-74.739722 44.990556)
Pembina,North Dakota,3401,US-Canada Border,2020-05-01,Rail Containers Loaded,6077,49,-97.237,POINT (-97.237036 49.000453)
Fort Kent,Maine,110,US-Canada Border,2020-05-01,Personal Vehicle Passengers,812,47.249,-68.604,POINT (-68.603918 47.249206)
International Falls,Minnesota,3604,US-Canada Border,2020-05-01,Personal Vehicle Passengers,1459,48.608,-93.401,POINT (-93.401355 48.6078)
Northgate,North Dakota,3406,US-Canada Border,2020-05-01,Train Passengers,51,48.999,-102.275,POINT (-102.27475 48.998833)
Nighthawk,Washington,3011,US-Canada Border,2020-05-01,Personal Vehicle Passengers,18,49,-119.671,POINT (-119.67103 49.000144)
Portal,North Dakota,3403,US-Canada Border,2020-05-01,Trains,116,48.999,-102.552,POINT (-102.551944 48.998944)
Richford,Vermont,203,US-Canada Border,2020-05-01,Trains,5,45.012,-72.589,POINT (-72.588559 45.01174)
Douglas,Arizona,2601,US-Mexico Border,2020-05-01,Buses,8,31.334,-109.56,POINT (-109.560344 31.334043)
San Luis,Arizona,2608,US-Mexico Border,2020-05-01,Bus Passengers,9,32.485,-114.782,POINT (-114.7822222 32.485)
Laurier,Washington,3016,US-Canada Border,2020-05-01,Rail Containers Empty,17,49,-118.224,POINT (-118.223777 49.000083)
Nogales,Arizona,2604,US-Mexico Border,2020-05-01,Truck Containers Loaded,28681,31.333,-110.943,POINT (-110.942516 31.332839)
Hidalgo,Texas,2305,US-Mexico Border,2020-05-01,Trucks,49212,26.095,-98.271,POINT (-98.271092 26.095032)
Sweetgrass,Montana,3310,US-Canada Border,2020-05-01,Personal Vehicle Passengers,2278,48.998,-111.96,POINT (-111.959611 48.998388)
Norton,Vermont,211,US-Canada Border,2020-05-01,Rail Containers Empty,98,45.011,-71.793,POINT (-71.793219 45.010771)
Tecate,California,2505,US-Mexico Border,2020-05-01,Trucks,4186,32.576,-116.626,POINT (-116.626216 32.576428)
Hidalgo,Texas,2305,US-Mexico Border,2020-06-01,Personal Vehicle Passengers,294725,26.095,-98.271,POINT (-98.271092 26.095032)
Scobey,Montana,3309,US-Canada Border,2020-06-01,Personal Vehicles,139,49,-105.408,POINT (-105.407638 48.999527)
Ferry,Washington,3013,US-Canada Border,2020-06-01,Personal Vehicle Passengers,43,49,-118.761,POINT (-118.761166 49.000083)
Champlain Rouses Point,New York,712,US-Canada Border,2020-06-01,Rail Containers Loaded,3267,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Hidalgo,Texas,2305,US-Mexico Border,2020-06-01,Truck Containers Empty,19251,26.095,-98.271,POINT (-98.271092 26.095032)
Northgate,North Dakota,3406,US-Canada Border,2020-06-01,Rail Containers Empty,124,48.999,-102.275,POINT (-102.27475 48.998833)
Laredo,Texas,2304,US-Mexico Border,2020-06-01,Trains,280,27.5,-99.507,POINT (-99.507412 27.499561)
Limestone,Maine,118,US-Canada Border,2020-06-01,Truck Containers Loaded,92,46.925,-67.79,POINT (-67.789597 46.924555)
Blaine,Washington,3004,US-Canada Border,2020-06-01,Trains,152,48.994,-122.749,POINT (-122.748884 48.994045)
Kenneth G Ward,Washington,3023,US-Canada Border,2020-06-01,Pedestrians,3,49.002,-122.485,POINT (-122.485027 49.002277)
Oroville,Washington,3019,US-Canada Border,2020-06-01,Personal Vehicles,726,49,-119.462,POINT (-119.461833 49.000083)
Naco,Arizona,2603,US-Mexico Border,2020-06-01,Trucks,294,31.334,-109.948,POINT (-109.948413 31.334084)
Fort Kent,Maine,110,US-Canada Border,2020-06-01,Personal Vehicles,1096,47.249,-68.604,POINT (-68.603918 47.249206)
Hannah,North Dakota,3408,US-Canada Border,2020-06-01,Trucks,7,49,-98.694,POINT (-98.693777 49.000138)
Port Huron,Michigan,3802,US-Canada Border,2020-06-01,Personal Vehicles,6894,42.999,-82.424,POINT (-82.423611 42.998611)
Brownsville,Texas,2301,US-Mexico Border,2020-06-01,Buses,201,25.952,-97.401,POINT (-97.40067 25.95155)
Sherwood,North Dakota,3414,US-Canada Border,2020-06-01,Truck Containers Empty,447,48.999,-101.628,POINT (-101.627527 48.999305)
Sumas,Washington,3009,US-Canada Border,2020-06-01,Trucks,13093,49.002,-122.265,POINT (-122.264805 49.002388)
Jackman,Maine,104,US-Canada Border,2020-06-01,Truck Containers Empty,2837,45.806,-70.397,POINT (-70.396722 45.805661)
Noonan,North Dakota,3420,US-Canada Border,2020-06-01,Trucks,288,48.999,-103.004,POINT (-103.004361 48.999333)
Detroit,Michigan,3801,US-Canada Border,2020-06-01,Trucks,120369,42.332,-83.048,POINT (-83.047924 42.331685)
Dunseith,North Dakota,3422,US-Canada Border,2020-06-01,Truck Containers Empty,663,48.999,-100.052,POINT (-100.052166 48.999277)
Wildhorse,Montana,3323,US-Canada Border,2020-06-01,Trucks,132,48.999,-110.215,POINT (-110.215083 48.999361)
Del Rio,Texas,2302,US-Mexico Border,2020-06-01,Pedestrians,9656,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,2020-06-01,Truck Containers Empty,5157,28.705,-100.512,POINT (-100.511977 28.705483)
Rio Grande City,Texas,2307,US-Mexico Border,2020-06-01,Personal Vehicles,21259,26.366,-98.803,POINT (-98.802513 26.365761)
Highgate Springs,Vermont,212,US-Canada Border,2020-06-01,Truck Containers Loaded,6669,45.015,-73.085,POINT (-73.085037 45.015414)
Massena,New York,704,US-Canada Border,2020-06-01,Trucks,2346,44.991,-74.74,POINT (-74.739722 44.990556)
Hidalgo,Texas,2305,US-Mexico Border,2020-06-01,Trucks,56191,26.095,-98.271,POINT (-98.271092 26.095032)
Eastport,Idaho,3302,US-Canada Border,2020-06-01,Rail Containers Loaded,8761,49.001,-116.181,POINT (-116.181027 49.000555)
Sarles,North Dakota,3409,US-Canada Border,2020-06-01,Trucks,22,49,-98.938,POINT (-98.938361 49.000027)
Baudette,Minnesota,3424,US-Canada Border,2020-06-01,Personal Vehicles,835,48.719,-94.59,POINT (-94.590467 48.719109)
Warroad,Minnesota,3423,US-Canada Border,2020-06-01,Personal Vehicle Passengers,2032,48.999,-95.377,POINT (-95.376555 48.999)
Hidalgo,Texas,2305,US-Mexico Border,2020-06-01,Personal Vehicles,177473,26.095,-98.271,POINT (-98.271092 26.095032)
Roma,Texas,2310,US-Mexico Border,2020-06-01,Bus Passengers,47,26.404,-99.019,POINT (-99.018981 26.403928)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020-06-01,Rail Containers Empty,1168,46.509,-84.361,POINT (-84.360833 46.508611)
Piegan,Montana,3316,US-Canada Border,2020-06-01,Personal Vehicles,439,48.998,-113.379,POINT (-113.378777 48.998083)
Laurier,Washington,3016,US-Canada Border,2020-06-01,Train Passengers,14,49,-118.224,POINT (-118.223777 49.000083)
Van Buren,Maine,108,US-Canada Border,2020-06-01,Train Passengers,64,47.16,-67.931,POINT (-67.930799 47.159645)
Calexico East,California,2507,US-Mexico Border,2020-06-01,Rail Containers Empty,446,32.673,-115.388,POINT (-115.388018 32.673389)
Walhalla,North Dakota,3407,US-Canada Border,2020-06-01,Truck Containers Loaded,94,49,-97.908,POINT (-97.908416 49.000472)
Tornillo,Texas,2404,US-Mexico Border,2020-06-01,Personal Vehicles,27197,31.435,-106.143,POINT (-106.142669 31.435334)
Eagle Pass,Texas,2303,US-Mexico Border,2020-06-01,Buses,137,28.705,-100.512,POINT (-100.511977 28.705483)
Fortuna,North Dakota,3417,US-Canada Border,2020-06-01,Truck Containers Empty,98,49,-103.809,POINT (-103.80925 48.999555)
Port Huron,Michigan,3802,US-Canada Border,2020-06-01,Rail Containers Empty,10558,42.999,-82.424,POINT (-82.423611 42.998611)
Nighthawk,Washington,3011,US-Canada Border,2020-06-01,Personal Vehicles,25,49,-119.671,POINT (-119.67103 49.000144)
Ysleta,Texas,2401,US-Mexico Border,2020-06-01,Truck Containers Empty,16513,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Vanceboro,Maine,105,US-Canada Border,2020-06-01,Trains,26,45.569,-67.429,POINT (-67.428541 45.568761)
Noonan,North Dakota,3420,US-Canada Border,2020-06-01,Personal Vehicles,122,48.999,-103.004,POINT (-103.004361 48.999333)
Alcan,Alaska,3104,US-Canada Border,2020-06-01,Truck Containers Loaded,136,62.615,-141.001,POINT (-141.001444 62.614961)
St John,North Dakota,3405,US-Canada Border,2020-06-01,Trucks,41,48.999,-99.659,POINT (-99.659111 48.999277)
Tornillo,Texas,2404,US-Mexico Border,2020-06-01,Pedestrians,624,31.435,-106.143,POINT (-106.142669 31.435334)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020-06-01,Truck Containers Empty,695,46.509,-84.361,POINT (-84.360833 46.508611)
Sumas,Washington,3009,US-Canada Border,2020-06-01,Pedestrians,202,49.002,-122.265,POINT (-122.264805 49.002388)
Portal,North Dakota,3403,US-Canada Border,2020-06-01,Rail Containers Empty,6015,48.999,-102.552,POINT (-102.551944 48.998944)
Ambrose,North Dakota,3410,US-Canada Border,2020-06-01,Truck Containers Empty,1,48.999,-103.487,POINT (-103.486555 48.999305)
International Falls,Minnesota,3604,US-Canada Border,2020-06-01,Truck Containers Empty,435,48.608,-93.401,POINT (-93.401355 48.6078)
Beecher Falls,Vermont,206,US-Canada Border,2020-06-01,Truck Containers Loaded,331,45.013,-71.505,POINT (-71.505309 45.013411)
Massena,New York,704,US-Canada Border,2020-06-01,Truck Containers Empty,802,44.991,-74.74,POINT (-74.739722 44.990556)
Roma,Texas,2310,US-Mexico Border,2020-06-01,Personal Vehicle Passengers,57509,26.404,-99.019,POINT (-99.018981 26.403928)
Turner,Montana,3306,US-Canada Border,2020-06-01,Truck Containers Empty,4,49,-108.388,POINT (-108.387916 48.999527)
Porthill,Idaho,3308,US-Canada Border,2020-06-01,Personal Vehicles,303,49,-116.499,POINT (-116.49925 48.999861)
Walhalla,North Dakota,3407,US-Canada Border,2020-06-01,Personal Vehicles,159,49,-97.908,POINT (-97.908416 49.000472)
Otay Mesa,California,2506,US-Mexico Border,2020-06-01,Truck Containers Loaded,64069,32.55,-116.939,POINT (-116.938538 32.55033)
Tecate,California,2505,US-Mexico Border,2020-06-01,Truck Containers Empty,1633,32.576,-116.626,POINT (-116.626216 32.576428)
Madawaska,Maine,109,US-Canada Border,2020-06-01,Truck Containers Empty,138,47.36,-68.329,POINT (-68.328684 47.360052)
Skagway,Alaska,3103,US-Canada Border,2020-06-01,Trucks,253,59.63,-135.164,POINT (-135.164444 59.629722)
Trout River,New York,715,US-Canada Border,2020-06-01,Rail Containers Loaded,1330,44.992,-74.308,POINT (-74.308172 44.992058)
Calais,Maine,115,US-Canada Border,2020-06-01,Rail Containers Loaded,66,45.189,-67.275,POINT (-67.275381 45.188548)
Eastport,Maine,103,US-Canada Border,2020-06-01,Truck Containers Loaded,93,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Laredo,Texas,2304,US-Mexico Border,2020-06-01,Personal Vehicle Passengers,400266,27.5,-99.507,POINT (-99.507412 27.499561)
Piegan,Montana,3316,US-Canada Border,2020-06-01,Truck Containers Loaded,101,48.998,-113.379,POINT (-113.378777 48.998083)
Ysleta,Texas,2401,US-Mexico Border,2020-06-01,Personal Vehicles,170431,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Nogales,Arizona,2604,US-Mexico Border,2020-06-01,Train Passengers,180,31.333,-110.943,POINT (-110.942516 31.332839)
Fort Fairfield,Maine,107,US-Canada Border,2020-06-01,Truck Containers Loaded,53,46.765,-67.789,POINT (-67.789471 46.765323)
Frontier,Washington,3020,US-Canada Border,2020-06-01,Trucks,1871,49,-117.832,POINT (-117.831527 49.0005)
Otay Mesa,California,2506,US-Mexico Border,2020-06-01,Truck Containers Empty,19052,32.55,-116.939,POINT (-116.938538 32.55033)
Hannah,North Dakota,3408,US-Canada Border,2020-06-01,Truck Containers Empty,7,49,-98.694,POINT (-98.693777 49.000138)
Sweetgrass,Montana,3310,US-Canada Border,2020-06-01,Trucks,10930,48.998,-111.96,POINT (-111.959611 48.998388)
Ysleta,Texas,2401,US-Mexico Border,2020-06-01,Trucks,47765,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Danville,Washington,3012,US-Canada Border,2020-06-01,Truck Containers Loaded,25,49,-118.504,POINT (-118.503722 49.000083)
Madawaska,Maine,109,US-Canada Border,2020-06-01,Pedestrians,52,47.36,-68.329,POINT (-68.328684 47.360052)
Champlain Rouses Point,New York,712,US-Canada Border,2020-06-01,Truck Containers Loaded,20065,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laurier,Washington,3016,US-Canada Border,2020-06-01,Rail Containers Empty,19,49,-118.224,POINT (-118.223777 49.000083)
Calexico East,California,2507,US-Mexico Border,2020-06-01,Personal Vehicle Passengers,129808,32.673,-115.388,POINT (-115.388018 32.673389)
Hansboro,North Dakota,3415,US-Canada Border,2020-06-01,Truck Containers Empty,20,49,-99.347,POINT (-99.346527 48.999583)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2020-06-01,Truck Containers Loaded,2535,46.509,-84.361,POINT (-84.360833 46.508611)
Fortuna,North Dakota,3417,US-Canada Border,2020-06-01,Trucks,189,49,-103.809,POINT (-103.80925 48.999555)
Lukeville,Arizona,2602,US-Mexico Border,2020-06-01,Truck Containers Empty,2,31.88,-112.817,POINT (-112.817077 31.880195)
