Hannah,North Dakota,3408,US-Canada Border,2021-03-01,Personal Vehicle Passengers,4,49,-98.694,POINT (-98.693777 49.000138)
Roosville,Montana,3318,US-Canada Border,2021-03-01,Personal Vehicle Passengers,282,49,-115.056,POINT (-115.056027 48.999638)
Otay Mesa,California,2506,US-Mexico Border,2021-03-01,Truck Containers Loaded,67991,32.55,-116.939,POINT (-116.938538 32.55033)
Lukeville,Arizona,2602,US-Mexico Border,2021-03-01,Bus Passengers,226,31.88,-112.817,POINT (-112.817077 31.880195)
Northgate,North Dakota,3406,US-Canada Border,2021-03-01,Train Passengers,54,48.999,-102.275,POINT (-102.27475 48.998833)
Wildhorse,Montana,3323,US-Canada Border,2021-03-01,Trucks,101,48.999,-110.215,POINT (-110.215083 48.999361)
Van Buren,Maine,108,US-Canada Border,2021-03-01,Personal Vehicles,926,47.16,-67.931,POINT (-67.930799 47.159645)
Roma,Texas,2310,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,77097,26.404,-99.019,POINT (-99.018981 26.403928)
Ysleta,Texas,2401,US-Mexico Border,2021-03-01,Trucks,59521,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Oroville,Washington,3019,US-Canada Border,2021-03-01,Trucks,2507,49,-119.462,POINT (-119.461833 49.000083)
Danville,Washington,3012,US-Canada Border,2021-03-01,Truck Containers Loaded,11,49,-118.504,POINT (-118.503722 49.000083)
Whitlash,Montana,3321,US-Canada Border,2021-03-01,Pedestrians,1,48.997,-111.258,POINT (-111.257916 48.99725)
Tecate,California,2505,US-Mexico Border,2021-03-01,Truck Containers Loaded,3571,32.576,-116.626,POINT (-116.626216 32.576428)
Houlton,Maine,106,US-Canada Border,2021-03-01,Truck Containers Empty,1640,46.135,-67.781,POINT (-67.781288 46.134879)
Douglas,Arizona,2601,US-Mexico Border,2021-03-01,Truck Containers Loaded,1327,31.334,-109.56,POINT (-109.560344 31.334043)
Houlton,Maine,106,US-Canada Border,2021-03-01,Personal Vehicle Passengers,1171,46.135,-67.781,POINT (-67.781288 46.134879)
Calexico East,California,2507,US-Mexico Border,2021-03-01,Personal Vehicles,120570,32.673,-115.388,POINT (-115.388018 32.673389)
Bridgewater,Maine,127,US-Canada Border,2021-03-01,Truck Containers Loaded,19,46.45,-67.785,POINT (-67.78484 46.450335)
Portal,North Dakota,3403,US-Canada Border,2021-03-01,Truck Containers Loaded,6017,48.999,-102.552,POINT (-102.551944 48.998944)
Vanceboro,Maine,105,US-Canada Border,2021-03-01,Train Passengers,66,45.569,-67.429,POINT (-67.428541 45.568761)
Lancaster,Minnesota,3430,US-Canada Border,2021-03-01,Truck Containers Empty,291,49,-96.801,POINT (-96.800527 49.000194)
Buffalo Niagara Falls,New York,901,US-Canada Border,2021-03-01,Trains,148,43.095,-79.056,POINT (-79.055847 43.09549)
Dalton Cache,Alaska,3106,US-Canada Border,2021-03-01,Truck Containers Empty,66,59.451,-136.362,POINT (-136.361944 59.450556)
Neche,North Dakota,3404,US-Canada Border,2021-03-01,Truck Containers Loaded,166,49.001,-97.557,POINT (-97.557333 49.000527)
Limestone,Maine,118,US-Canada Border,2021-03-01,Truck Containers Empty,39,46.925,-67.79,POINT (-67.789597 46.924555)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Train Passengers,204,49,-97.237,POINT (-97.237036 49.000453)
Ysleta,Texas,2401,US-Mexico Border,2021-03-01,Truck Containers Empty,21825,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Northgate,North Dakota,3406,US-Canada Border,2021-03-01,Trains,19,48.999,-102.275,POINT (-102.27475 48.998833)
Progreso,Texas,2309,US-Mexico Border,2021-03-01,Truck Containers Loaded,3992,26.062,-97.95,POINT (-97.949958 26.062133)
Scobey,Montana,3309,US-Canada Border,2021-03-01,Truck Containers Loaded,16,49,-105.408,POINT (-105.407638 48.999527)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Rail Containers Loaded,11679,49,-97.237,POINT (-97.237036 49.000453)
Richford,Vermont,203,US-Canada Border,2021-03-01,Train Passengers,30,45.012,-72.589,POINT (-72.588559 45.01174)
International Falls,Minnesota,3604,US-Canada Border,2021-03-01,Pedestrians,112,48.608,-93.401,POINT (-93.401355 48.6078)
Fort Fairfield,Maine,107,US-Canada Border,2021-03-01,Personal Vehicle Passengers,759,46.765,-67.789,POINT (-67.789471 46.765323)
Highgate Springs,Vermont,212,US-Canada Border,2021-03-01,Rail Containers Empty,133,45.015,-73.085,POINT (-73.085037 45.015414)
Hansboro,North Dakota,3415,US-Canada Border,2021-03-01,Personal Vehicle Passengers,86,49,-99.347,POINT (-99.346527 48.999583)
Warroad,Minnesota,3423,US-Canada Border,2021-03-01,Personal Vehicle Passengers,2483,48.999,-95.377,POINT (-95.376555 48.999)
Hidalgo,Texas,2305,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,443957,26.095,-98.271,POINT (-98.271092 26.095032)
Hansboro,North Dakota,3415,US-Canada Border,2021-03-01,Trucks,6,49,-99.347,POINT (-99.346527 48.999583)
Massena,New York,704,US-Canada Border,2021-03-01,Truck Containers Loaded,1444,44.991,-74.74,POINT (-74.739722 44.990556)
Boquillas,Texas,2410,US-Mexico Border,2021-03-01,Pedestrians,30,29.19,-102.947,POINT (-102.946705 29.190074)
Buffalo Niagara Falls,New York,901,US-Canada Border,2021-03-01,Rail Containers Loaded,8028,43.095,-79.056,POINT (-79.055847 43.09549)
Del Rio,Texas,2302,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,166471,29.327,-100.928,POINT (-100.927612 29.326784)
Lancaster,Minnesota,3430,US-Canada Border,2021-03-01,Personal Vehicle Passengers,73,49,-96.801,POINT (-96.800527 49.000194)
Ogdensburg,New York,701,US-Canada Border,2021-03-01,Trucks,4262,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Ferry,Washington,3013,US-Canada Border,2021-03-01,Personal Vehicles,25,49,-118.761,POINT (-118.761166 49.000083)
Lukeville,Arizona,2602,US-Mexico Border,2021-03-01,Buses,42,31.88,-112.817,POINT (-112.817077 31.880195)
Alcan,Alaska,3104,US-Canada Border,2021-03-01,Truck Containers Loaded,99,62.615,-141.001,POINT (-141.001444 62.614961)
Porthill,Idaho,3308,US-Canada Border,2021-03-01,Truck Containers Loaded,15,49,-116.499,POINT (-116.49925 48.999861)
Pinecreek,Minnesota,3425,US-Canada Border,2021-03-01,Trucks,14,49,-95.978,POINT (-95.977694 48.999916)
Blaine,Washington,3004,US-Canada Border,2021-03-01,Train Passengers,430,48.994,-122.749,POINT (-122.748884 48.994045)
Eagle Pass,Texas,2303,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,298069,28.705,-100.512,POINT (-100.511977 28.705483)
Douglas,Arizona,2601,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,129347,31.334,-109.56,POINT (-109.560344 31.334043)
Baudette,Minnesota,3424,US-Canada Border,2021-03-01,Truck Containers Loaded,27,48.719,-94.59,POINT (-94.590467 48.719109)
Hidalgo,Texas,2305,US-Mexico Border,2021-03-01,Truck Containers Loaded,45347,26.095,-98.271,POINT (-98.271092 26.095032)
Rio Grande City,Texas,2307,US-Mexico Border,2021-03-01,Pedestrians,3086,26.366,-98.803,POINT (-98.802513 26.365761)
Kenneth G Ward,Washington,3023,US-Canada Border,2021-03-01,Personal Vehicles,2196,49.002,-122.485,POINT (-122.485027 49.002277)
Vanceboro,Maine,105,US-Canada Border,2021-03-01,Truck Containers Loaded,10,45.569,-67.429,POINT (-67.428541 45.568761)
San Ysidro,California,2504,US-Mexico Border,2021-03-01,Buses,2518,32.543,-117.029,POINT (-117.028761 32.542528)
Sarles,North Dakota,3409,US-Canada Border,2021-03-01,Truck Containers Empty,20,49,-98.938,POINT (-98.938361 49.000027)
Sumas,Washington,3009,US-Canada Border,2021-03-01,Train Passengers,63,49.002,-122.265,POINT (-122.264805 49.002388)
Sault Sainte Marie,Michigan,3803,US-Canada Border,2021-03-01,Rail Containers Loaded,1254,46.509,-84.361,POINT (-84.360833 46.508611)
Grand Portage,Minnesota,3613,US-Canada Border,2021-03-01,Personal Vehicles,369,48.001,-89.585,POINT (-89.58515 48.001427)
Buffalo Niagara Falls,New York,901,US-Canada Border,2021-03-01,Personal Vehicle Passengers,35366,43.095,-79.056,POINT (-79.055847 43.09549)
Detroit,Michigan,3801,US-Canada Border,2021-03-01,Personal Vehicles,89110,42.332,-83.048,POINT (-83.047924 42.331685)
Sherwood,North Dakota,3414,US-Canada Border,2021-03-01,Trucks,273,48.999,-101.628,POINT (-101.627527 48.999305)
Brownsville,Texas,2301,US-Mexico Border,2021-03-01,Truck Containers Empty,13424,25.952,-97.401,POINT (-97.40067 25.95155)
Boundary,Washington,3015,US-Canada Border,2021-03-01,Personal Vehicles,77,49.001,-117.628,POINT (-117.627583 49.00075)
Presidio,Texas,2403,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,81555,29.562,-104.395,POINT (-104.394907 29.561827)
Calexico East,California,2507,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,165430,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,704,US-Canada Border,2021-03-01,Personal Vehicle Passengers,69062,44.991,-74.74,POINT (-74.739722 44.990556)
Eagle Pass,Texas,2303,US-Mexico Border,2021-03-01,Truck Containers Empty,5778,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,206,US-Canada Border,2021-03-01,Personal Vehicles,338,45.013,-71.505,POINT (-71.505309 45.013411)
Nogales,Arizona,2604,US-Mexico Border,2021-03-01,Bus Passengers,7262,31.333,-110.943,POINT (-110.942516 31.332839)
Northgate,North Dakota,3406,US-Canada Border,2021-03-01,Rail Containers Loaded,803,48.999,-102.275,POINT (-102.27475 48.998833)
Noonan,North Dakota,3420,US-Canada Border,2021-03-01,Personal Vehicles,94,48.999,-103.004,POINT (-103.004361 48.999333)
Skagway,Alaska,3103,US-Canada Border,2021-03-01,Personal Vehicle Passengers,89,59.63,-135.164,POINT (-135.164444 59.629722)
Tornillo,Texas,2404,US-Mexico Border,2021-03-01,Pedestrians,4825,31.435,-106.143,POINT (-106.142669 31.435334)
Houlton,Maine,106,US-Canada Border,2021-03-01,Truck Containers Loaded,6058,46.135,-67.781,POINT (-67.781288 46.134879)
Laredo,Texas,2304,US-Mexico Border,2021-03-01,Trucks,229568,27.5,-99.507,POINT (-99.507412 27.499561)
Eastport,Maine,103,US-Canada Border,2021-03-01,Truck Containers Empty,59,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Port Huron,Michigan,3802,US-Canada Border,2021-03-01,Train Passengers,74,42.999,-82.424,POINT (-82.423611 42.998611)
Antler,North Dakota,3413,US-Canada Border,2021-03-01,Trucks,21,48.999,-101.296,POINT (-101.296055 48.999472)
Eastport,Idaho,3302,US-Canada Border,2021-03-01,Truck Containers Loaded,4508,49.001,-116.181,POINT (-116.181027 49.000555)
Del Rio,Texas,2302,US-Mexico Border,2021-03-01,Truck Containers Loaded,5209,29.327,-100.928,POINT (-100.927612 29.326784)
San Ysidro,California,2504,US-Mexico Border,2021-03-01,Pedestrians,520401,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico,California,2503,US-Mexico Border,2021-03-01,Pedestrians,180526,32.673,-115.388,POINT (-115.388018 32.673389)
Northgate,North Dakota,3406,US-Canada Border,2021-03-01,Truck Containers Loaded,257,48.999,-102.275,POINT (-102.27475 48.998833)
Del Rio,Texas,2302,US-Mexico Border,2021-03-01,Truck Containers Empty,2202,29.327,-100.928,POINT (-100.927612 29.326784)
Tecate,California,2505,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,55998,32.576,-116.626,POINT (-116.626216 32.576428)
Fort Kent,Maine,110,US-Canada Border,2021-03-01,Trucks,817,47.249,-68.604,POINT (-68.603918 47.249206)
Otay Mesa,California,2506,US-Mexico Border,2021-03-01,Buses,553,32.55,-116.939,POINT (-116.938538 32.55033)
Sweetgrass,Montana,3310,US-Canada Border,2021-03-01,Trains,32,48.998,-111.96,POINT (-111.959611 48.998388)
Beecher Falls,Vermont,206,US-Canada Border,2021-03-01,Truck Containers Loaded,232,45.013,-71.505,POINT (-71.505309 45.013411)
Alexandria Bay,New York,708,US-Canada Border,2021-03-01,Trucks,17733,44.347,-75.984,POINT (-75.983592 44.347229)
Sumas,Washington,3009,US-Canada Border,2021-03-01,Trucks,14951,49.002,-122.265,POINT (-122.264805 49.002388)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Personal Vehicle Passengers,9098,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Roosville,Montana,3318,US-Canada Border,2021-03-01,Truck Containers Empty,353,49,-115.056,POINT (-115.056027 48.999638)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Truck Containers Loaded,18355,49,-97.237,POINT (-97.237036 49.000453)
Turner,Montana,3306,US-Canada Border,2021-03-01,Truck Containers Loaded,102,49,-108.388,POINT (-108.387916 48.999527)
Van Buren,Maine,108,US-Canada Border,2021-03-01,Trucks,1405,47.16,-67.931,POINT (-67.930799 47.159645)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Personal Vehicle Passengers,2264,49,-97.237,POINT (-97.237036 49.000453)
Naco,Arizona,2603,US-Mexico Border,2021-03-01,Pedestrians,4742,31.334,-109.948,POINT (-109.948413 31.334084)
Norton,Vermont,211,US-Canada Border,2021-03-01,Trucks,666,45.011,-71.793,POINT (-71.793219 45.010771)
Calexico,California,2503,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,555352,32.673,-115.388,POINT (-115.388018 32.673389)
Trout River,New York,715,US-Canada Border,2021-03-01,Trucks,769,44.992,-74.308,POINT (-74.308172 44.992058)
Wildhorse,Montana,3323,US-Canada Border,2021-03-01,Personal Vehicles,78,48.999,-110.215,POINT (-110.215083 48.999361)
Fortuna,North Dakota,3417,US-Canada Border,2021-03-01,Personal Vehicle Passengers,61,49,-103.809,POINT (-103.80925 48.999555)
Brownsville,Texas,2301,US-Mexico Border,2021-03-01,Pedestrians,120717,25.952,-97.401,POINT (-97.40067 25.95155)
Sweetgrass,Montana,3310,US-Canada Border,2021-03-01,Rail Containers Loaded,2673,48.998,-111.96,POINT (-111.959611 48.998388)
Carbury,North Dakota,3421,US-Canada Border,2021-03-01,Truck Containers Empty,6,48.999,-100.556,POINT (-100.555805 48.999416)
Turner,Montana,3306,US-Canada Border,2021-03-01,Truck Containers Empty,19,49,-108.388,POINT (-108.387916 48.999527)
Grand Portage,Minnesota,3613,US-Canada Border,2021-03-01,Truck Containers Loaded,731,48.001,-89.585,POINT (-89.58515 48.001427)
Neche,North Dakota,3404,US-Canada Border,2021-03-01,Personal Vehicles,197,49.001,-97.557,POINT (-97.557333 49.000527)
Massena,New York,704,US-Canada Border,2021-03-01,Personal Vehicles,45409,44.991,-74.74,POINT (-74.739722 44.990556)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Personal Vehicles,1694,49,-97.237,POINT (-97.237036 49.000453)
Wildhorse,Montana,3323,US-Canada Border,2021-03-01,Truck Containers Empty,16,48.999,-110.215,POINT (-110.215083 48.999361)
Eastport,Idaho,3302,US-Canada Border,2021-03-01,Rail Containers Loaded,10843,49.001,-116.181,POINT (-116.181027 49.000555)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Trucks,26349,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Lukeville,Arizona,2602,US-Mexico Border,2021-03-01,Personal Vehicles,37026,31.88,-112.817,POINT (-112.817077 31.880195)
Oroville,Washington,3019,US-Canada Border,2021-03-01,Personal Vehicles,595,49,-119.462,POINT (-119.461833 49.000083)
Skagway,Alaska,3103,US-Canada Border,2021-03-01,Personal Vehicles,66,59.63,-135.164,POINT (-135.164444 59.629722)
Presidio,Texas,2403,US-Mexico Border,2021-03-01,Personal Vehicles,41720,29.562,-104.395,POINT (-104.394907 29.561827)
Massena,New York,704,US-Canada Border,2021-03-01,Pedestrians,16,44.991,-74.74,POINT (-74.739722 44.990556)
Maida,North Dakota,3416,US-Canada Border,2021-03-01,Truck Containers Empty,19,49,-98.365,POINT (-98.36525 49.00025)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Trains,63,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Nogales,Arizona,2604,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,312364,31.333,-110.943,POINT (-110.942516 31.332839)
Columbus,New Mexico,2406,US-Mexico Border,2021-03-01,Truck Containers Empty,205,31.784,-107.628,POINT (-107.627948 31.783742)
Warroad,Minnesota,3423,US-Canada Border,2021-03-01,Bus Passengers,63,48.999,-95.377,POINT (-95.376555 48.999)
Tecate,California,2505,US-Mexico Border,2021-03-01,Personal Vehicles,34502,32.576,-116.626,POINT (-116.626216 32.576428)
Port Huron,Michigan,3802,US-Canada Border,2021-03-01,Trucks,76205,42.999,-82.424,POINT (-82.423611 42.998611)
Van Buren,Maine,108,US-Canada Border,2021-03-01,Truck Containers Loaded,1014,47.16,-67.931,POINT (-67.930799 47.159645)
Jackman,Maine,104,US-Canada Border,2021-03-01,Train Passengers,62,45.806,-70.397,POINT (-70.396722 45.805661)
Neche,North Dakota,3404,US-Canada Border,2021-03-01,Trucks,443,49.001,-97.557,POINT (-97.557333 49.000527)
Blaine,Washington,3004,US-Canada Border,2021-03-01,Rail Containers Empty,10946,48.994,-122.749,POINT (-122.748884 48.994045)
Sumas,Washington,3009,US-Canada Border,2021-03-01,Trains,22,49.002,-122.265,POINT (-122.264805 49.002388)
Detroit,Michigan,3801,US-Canada Border,2021-03-01,Rail Containers Loaded,8296,42.332,-83.048,POINT (-83.047924 42.331685)
Piegan,Montana,3316,US-Canada Border,2021-03-01,Trucks,111,48.998,-113.379,POINT (-113.378777 48.998083)
Ysleta,Texas,2401,US-Mexico Border,2021-03-01,Pedestrians,80113,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Point Roberts,Washington,3017,US-Canada Border,2021-03-01,Truck Containers Empty,16,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Jackman,Maine,104,US-Canada Border,2021-03-01,Truck Containers Empty,5052,45.806,-70.397,POINT (-70.396722 45.805661)
Ogdensburg,New York,701,US-Canada Border,2021-03-01,Truck Containers Empty,876,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Sherwood,North Dakota,3414,US-Canada Border,2021-03-01,Personal Vehicles,57,48.999,-101.628,POINT (-101.627527 48.999305)
Laredo,Texas,2304,US-Mexico Border,2021-03-01,Bus Passengers,59342,27.5,-99.507,POINT (-99.507412 27.499561)
Limestone,Maine,118,US-Canada Border,2021-03-01,Personal Vehicles,174,46.925,-67.79,POINT (-67.789597 46.924555)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Personal Vehicles,5408,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laurier,Washington,3016,US-Canada Border,2021-03-01,Bus Passengers,20,49,-118.224,POINT (-118.223777 49.000083)
Santa Teresa,New Mexico,2408,US-Mexico Border,2021-03-01,Buses,6,31.784,-106.679,POINT (-106.679437 31.783939)
Derby Line,Vermont,209,US-Canada Border,2021-03-01,Truck Containers Loaded,7004,45.006,-72.099,POINT (-72.099279 45.005739)
Noonan,North Dakota,3420,US-Canada Border,2021-03-01,Truck Containers Empty,224,48.999,-103.004,POINT (-103.004361 48.999333)
Eagle Pass,Texas,2303,US-Mexico Border,2021-03-01,Personal Vehicles,163849,28.705,-100.512,POINT (-100.511977 28.705483)
El Paso,Texas,2402,US-Mexico Border,2021-03-01,Trucks,16391,31.764,-106.451,POINT (-106.451188 31.764363)
Point Roberts,Washington,3017,US-Canada Border,2021-03-01,Trucks,123,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Sherwood,North Dakota,3414,US-Canada Border,2021-03-01,Truck Containers Empty,229,48.999,-101.628,POINT (-101.627527 48.999305)
Frontier,Washington,3020,US-Canada Border,2021-03-01,Personal Vehicles,141,49,-117.832,POINT (-117.831527 49.0005)
Ferry,Washington,3013,US-Canada Border,2021-03-01,Personal Vehicle Passengers,36,49,-118.761,POINT (-118.761166 49.000083)
Blaine,Washington,3004,US-Canada Border,2021-03-01,Trains,176,48.994,-122.749,POINT (-122.748884 48.994045)
San Luis,Arizona,2608,US-Mexico Border,2021-03-01,Trucks,6039,32.485,-114.782,POINT (-114.7822222 32.485)
Blaine,Washington,3004,US-Canada Border,2021-03-01,Truck Containers Empty,10757,48.994,-122.749,POINT (-122.748884 48.994045)
Carbury,North Dakota,3421,US-Canada Border,2021-03-01,Truck Containers Loaded,14,48.999,-100.556,POINT (-100.555805 48.999416)
Laredo,Texas,2304,US-Mexico Border,2021-03-01,Buses,2590,27.5,-99.507,POINT (-99.507412 27.499561)
Walhalla,North Dakota,3407,US-Canada Border,2021-03-01,Truck Containers Empty,447,49,-97.908,POINT (-97.908416 49.000472)
Trout River,New York,715,US-Canada Border,2021-03-01,Personal Vehicle Passengers,1028,44.992,-74.308,POINT (-74.308172 44.992058)
Eastport,Idaho,3302,US-Canada Border,2021-03-01,Train Passengers,186,49.001,-116.181,POINT (-116.181027 49.000555)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Rail Containers Empty,558,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Nogales,Arizona,2604,US-Mexico Border,2021-03-01,Buses,409,31.333,-110.943,POINT (-110.942516 31.332839)
Derby Line,Vermont,209,US-Canada Border,2021-03-01,Personal Vehicle Passengers,3145,45.006,-72.099,POINT (-72.099279 45.005739)
Sasabe,Arizona,2606,US-Mexico Border,2021-03-01,Personal Vehicles,2370,31.483,-111.544,POINT (-111.544363 31.483039)
Lukeville,Arizona,2602,US-Mexico Border,2021-03-01,Trucks,49,31.88,-112.817,POINT (-112.817077 31.880195)
Brownsville,Texas,2301,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,444728,25.952,-97.401,POINT (-97.40067 25.95155)
Boundary,Washington,3015,US-Canada Border,2021-03-01,Truck Containers Empty,10,49.001,-117.628,POINT (-117.627583 49.00075)
Frontier,Washington,3020,US-Canada Border,2021-03-01,Trucks,2213,49,-117.832,POINT (-117.831527 49.0005)
Richford,Vermont,203,US-Canada Border,2021-03-01,Truck Containers Empty,331,45.012,-72.589,POINT (-72.588559 45.01174)
Point Roberts,Washington,3017,US-Canada Border,2021-03-01,Personal Vehicle Passengers,6804,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Frontier,Washington,3020,US-Canada Border,2021-03-01,Truck Containers Empty,1595,49,-117.832,POINT (-117.831527 49.0005)
International Falls,Minnesota,3604,US-Canada Border,2021-03-01,Trains,353,48.608,-93.401,POINT (-93.401355 48.6078)
Madawaska,Maine,109,US-Canada Border,2021-03-01,Pedestrians,3,47.36,-68.329,POINT (-68.328684 47.360052)
Andrade,California,2502,US-Mexico Border,2021-03-01,Pedestrians,51306,32.718,-114.728,POINT (-114.72832 32.718143)
El Paso,Texas,2402,US-Mexico Border,2021-03-01,Truck Containers Loaded,5888,31.764,-106.451,POINT (-106.451188 31.764363)
Laurier,Washington,3016,US-Canada Border,2021-03-01,Personal Vehicle Passengers,131,49,-118.224,POINT (-118.223777 49.000083)
Walhalla,North Dakota,3407,US-Canada Border,2021-03-01,Personal Vehicle Passengers,171,49,-97.908,POINT (-97.908416 49.000472)
Laurier,Washington,3016,US-Canada Border,2021-03-01,Trains,9,49,-118.224,POINT (-118.223777 49.000083)
San Luis,Arizona,2608,US-Mexico Border,2021-03-01,Personal Vehicles,224195,32.485,-114.782,POINT (-114.7822222 32.485)
Calexico East,California,2507,US-Mexico Border,2021-03-01,Train Passengers,23,32.673,-115.388,POINT (-115.388018 32.673389)
Northgate,North Dakota,3406,US-Canada Border,2021-03-01,Personal Vehicles,50,48.999,-102.275,POINT (-102.27475 48.998833)
Warroad,Minnesota,3423,US-Canada Border,2021-03-01,Trucks,698,48.999,-95.377,POINT (-95.376555 48.999)
Dalton Cache,Alaska,3106,US-Canada Border,2021-03-01,Personal Vehicles,97,59.451,-136.362,POINT (-136.361944 59.450556)
Carbury,North Dakota,3421,US-Canada Border,2021-03-01,Personal Vehicles,44,48.999,-100.556,POINT (-100.555805 48.999416)
Progreso,Texas,2309,US-Mexico Border,2021-03-01,Personal Vehicles,83638,26.062,-97.95,POINT (-97.949958 26.062133)
Vanceboro,Maine,105,US-Canada Border,2021-03-01,Truck Containers Empty,28,45.569,-67.429,POINT (-67.428541 45.568761)
Andrade,California,2502,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,28962,32.718,-114.728,POINT (-114.72832 32.718143)
Champlain Rouses Point,New York,712,US-Canada Border,2021-03-01,Truck Containers Empty,3952,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Pembina,North Dakota,3401,US-Canada Border,2021-03-01,Trains,103,49,-97.237,POINT (-97.237036 49.000453)
Turner,Montana,3306,US-Canada Border,2021-03-01,Personal Vehicle Passengers,45,49,-108.388,POINT (-108.387916 48.999527)
International Falls,Minnesota,3604,US-Canada Border,2021-03-01,Train Passengers,700,48.608,-93.401,POINT (-93.401355 48.6078)
Fortuna,North Dakota,3417,US-Canada Border,2021-03-01,Personal Vehicles,54,49,-103.809,POINT (-103.80925 48.999555)
Morgan,Montana,3319,US-Canada Border,2021-03-01,Personal Vehicles,43,49,-107.832,POINT (-107.831819 48.999829)
Eastport,Idaho,3302,US-Canada Border,2021-03-01,Trains,93,49.001,-116.181,POINT (-116.181027 49.000555)
Otay Mesa,California,2506,US-Mexico Border,2021-03-01,Trucks,88188,32.55,-116.939,POINT (-116.938538 32.55033)
Presidio,Texas,2403,US-Mexico Border,2021-03-01,Buses,37,29.562,-104.395,POINT (-104.394907 29.561827)
Calexico East,California,2507,US-Mexico Border,2021-03-01,Pedestrians,16218,32.673,-115.388,POINT (-115.388018 32.673389)
Hannah,North Dakota,3408,US-Canada Border,2021-03-01,Truck Containers Empty,2,49,-98.694,POINT (-98.693777 49.000138)
St John,North Dakota,3405,US-Canada Border,2021-03-01,Truck Containers Empty,16,48.999,-99.659,POINT (-99.659111 48.999277)
Calais,Maine,115,US-Canada Border,2021-03-01,Rail Containers Empty,170,45.189,-67.275,POINT (-67.275381 45.188548)
Limestone,Maine,118,US-Canada Border,2021-03-01,Personal Vehicle Passengers,176,46.925,-67.79,POINT (-67.789597 46.924555)
Progreso,Texas,2309,US-Mexico Border,2021-03-01,Personal Vehicle Passengers,169167,26.062,-97.95,POINT (-97.949958 26.062133)
Houlton,Maine,106,US-Canada Border,2021-03-01,Trucks,7760,46.135,-67.781,POINT (-67.781288 46.134879)
Warroad,Minnesota,3423,US-Canada Border,2021-03-01,Buses,29,48.999,-95.377,POINT (-95.376555 48.999)
St John,North Dakota,3405,US-Canada Border,2021-03-01,Personal Vehicles,65,48.999,-99.659,POINT (-99.659111 48.999277)
Turner,Montana,3306,US-Canada Border,2021-03-01,Trucks,86,49,-108.388,POINT (-108.387916 48.999527)
Eagle Pass,Texas,2303,US-Mexico Border,2021-03-01,Buses,291,28.705,-100.512,POINT (-100.511977 28.705483)
Naco,Arizona,2603,US-Mexico Border,2021-03-01,Truck Containers Empty,328,31.334,-109.948,POINT (-109.948413 31.334084)
Eastport,Maine,103,US-Canada Border,2021-03-01,Trucks,129,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Westhope,North Dakota,3419,US-Canada Border,2021-03-01,Personal Vehicle Passengers,35,49,-101.017,POINT (-101.017277 48.999611)
Progreso,Texas,2309,US-Mexico Border,2021-03-01,Trucks,5661,26.062,-97.95,POINT (-97.949958 26.062133)
Danville,Washington,3012,US-Canada Border,2021-03-01,Personal Vehicles,49,49,-118.504,POINT (-118.503722 49.000083)
